Customer_ID,Recency_Days,Total_Orders,Total_Spend,Total_Quantity,Total_Discount,Avg_Session_Duration,Avg_Pages_Viewed,Avg_Delivery_Time,Avg_Rating,Churn
CUST_02961,353,1,235.9,1,0.0,13.0,8.0,2.0,4.0,1
CUST_00153,5,5,4193.99,16,30.99,16.8,7.8,5.0,3.0,0
CUST_02535,64,3,4960.63,11,564.75,15.666666666666666,10.333333333333334,7.333333333333333,5.0,0
CUST_04689,377,2,1186.18,8,216.1,14.5,9.5,7.5,4.0,1
CUST_01979,205,2,222.47,7,0.0,15.0,10.0,6.5,3.0,1
CUST_01470,117,2,720.8599999999999,7,73.94,16.0,11.0,6.0,4.5,1
CUST_02808,119,4,4572.86,13,7.39,14.5,8.5,9.5,4.5,1
CUST_02513,383,1,95.88,2,0.0,15.0,9.0,3.0,3.0,1
CUST_02944,246,2,2819.09,7,0.0,14.5,11.0,3.5,3.0,1
CUST_02981,13,3,2963.87,9,153.41,13.0,12.0,4.333333333333333,4.666666666666667,0
CUST_04823,31,2,1126.1,3,21.93,16.0,9.5,6.5,4.5,0
CUST_03018,314,2,440.95,2,49.97,16.5,9.5,10.5,4.5,1
CUST_01567,17,3,534.26,6,3.91,13.0,9.0,6.666666666666667,5.0,0
CUST_00032,220,1,45.36,2,0.0,18.0,9.0,5.0,3.0,1
CUST_00938,239,3,1732.04,7,202.58,14.0,10.333333333333334,4.666666666666667,4.0,1
CUST_01216,29,2,605.96,5,0.0,13.5,9.5,10.0,3.5,0
CUST_01938,22,5,1807.83,13,51.78,14.2,7.4,6.0,4.0,0
CUST_01130,102,9,16866.57,28,356.62,14.11111111111111,8.555555555555555,6.0,3.6666666666666665,1
CUST_00310,157,1,4054.88,4,0.0,18.0,11.0,12.0,5.0,1
CUST_04902,223,5,17810.16,19,1225.01,13.6,8.6,5.8,2.8,1
CUST_02169,15,4,1748.15,7,158.82,14.75,10.25,9.25,4.0,0
CUST_03114,4,2,1583.65,3,413.5,15.0,6.5,4.0,4.5,0
CUST_00496,2,2,3802.32,5,0.0,17.5,7.0,4.5,3.0,0
CUST_00206,378,2,3340.61,6,0.0,18.0,12.0,12.0,2.5,1
CUST_02674,84,3,2134.64,9,156.87,15.333333333333334,8.666666666666666,7.0,5.0,0
CUST_03358,33,8,19184.85,22,126.35,13.125,10.5,6.5,3.25,0
CUST_03831,372,2,2904.37,7,0.0,15.5,8.5,5.0,4.5,1
CUST_00306,62,6,6928.47,16,312.37,14.166666666666666,9.333333333333334,6.333333333333333,3.5,0
CUST_03794,420,1,619.61,1,0.0,13.0,9.0,10.0,5.0,1
CUST_02202,31,3,634.79,8,69.77,15.0,10.333333333333334,5.333333333333333,2.6666666666666665,0
CUST_01062,26,7,24493.82,26,1078.44,14.0,8.285714285714286,5.285714285714286,3.857142857142857,0
CUST_00844,36,10,15381.12,34,597.1800000000001,14.4,8.6,6.4,4.2,0
CUST_03873,31,3,2030.44,11,343.95,18.0,10.0,6.0,3.6666666666666665,0
CUST_02252,12,4,8277.2,18,629.13,17.0,9.25,7.25,4.5,0
CUST_00212,55,6,14783.85,23,1638.72,13.5,8.666666666666666,7.833333333333333,4.0,0
CUST_03998,259,1,229.75,5,0.0,12.0,12.0,3.0,5.0,1
CUST_00680,59,3,1347.31,8,69.63,14.666666666666666,7.666666666666667,4.333333333333333,4.0,0
CUST_00566,315,2,1140.33,4,279.05,15.5,11.0,4.0,2.0,1
CUST_03291,42,3,9868.15,6,982.11,13.0,8.333333333333334,6.0,4.666666666666667,0
CUST_04355,216,1,335.6,5,0.0,17.0,7.0,2.0,4.0,1
CUST_00681,109,5,3809.77,10,378.66,14.6,8.0,3.4,4.8,1
CUST_00181,5,7,3503.51,23,112.2,13.0,10.142857142857142,11.428571428571429,4.142857142857143,0
CUST_04280,127,2,299.31,6,40.75,17.0,7.5,9.5,4.5,1
CUST_02496,164,1,831.86,2,0.0,17.0,11.0,4.0,3.0,1
CUST_02317,50,4,2791.5,13,12.05,14.25,9.25,4.0,4.25,0
CUST_04274,9,2,349.47,4,68.25,12.5,9.0,6.0,4.5,0
CUST_00279,14,9,8998.039999999999,32,150.24,13.666666666666666,9.444444444444445,6.222222222222222,3.888888888888889,0
CUST_03684,86,1,4833.35,5,0.0,18.0,10.0,4.0,3.0,0
CUST_04763,150,3,6204.28,8,213.1,16.0,10.0,4.333333333333333,3.6666666666666665,1
CUST_00433,6,3,2794.06,9,0.0,15.333333333333334,9.333333333333334,4.666666666666667,4.0,0
CUST_00290,171,2,4059.15,7,202.78,16.0,9.5,8.5,4.0,1
CUST_01028,359,2,771.87,7,74.05,17.5,9.5,4.5,3.0,1
CUST_00536,70,6,16556.48,18,106.53,17.5,9.166666666666666,7.0,4.333333333333333,0
CUST_03632,215,2,3904.8,7,641.73,11.5,7.5,8.5,5.0,1
CUST_00189,36,9,14335.39,26,2324.99,13.333333333333334,8.88888888888889,6.333333333333333,3.333333333333333,0
CUST_02175,224,2,4029.75,4,0.0,12.0,6.0,7.5,1.5,1
CUST_03916,118,5,1813.63,11,268.28,13.4,8.4,8.8,2.8,1
CUST_01863,191,3,9654.29,8,569.6899999999999,12.666666666666666,8.333333333333334,8.0,4.333333333333333,1
CUST_00271,162,2,219.17,2,19.05,16.5,8.5,6.5,3.5,1
CUST_01729,111,1,252.29,5,42.66,16.0,15.0,4.0,3.0,1
CUST_04076,34,1,148.13,4,12.43,11.0,8.0,6.0,4.0,0
CUST_02158,160,5,7076.45,14,1194.85,13.2,8.2,7.4,4.6,1
CUST_03932,321,1,16.98,1,0.0,17.0,7.0,16.0,4.0,1
CUST_00112,8,5,5338.15,20,346.08000000000004,14.0,8.4,8.4,4.8,0
CUST_02385,55,3,2014.85,11,163.57,13.0,9.333333333333334,6.333333333333333,4.0,0
CUST_00221,73,3,1595.11,11,60.31,15.0,7.0,6.0,4.333333333333333,0
CUST_00628,103,3,1293.41,5,277.07,14.0,8.666666666666666,8.0,4.666666666666667,1
CUST_01182,123,3,6476.74,12,820.12,13.333333333333334,8.666666666666666,8.333333333333334,3.333333333333333,1
CUST_03382,184,5,3792.76,17,76.73,14.0,9.0,4.6,3.0,1
CUST_02423,231,2,2174.72,3,597.49,16.0,9.5,11.0,5.0,1
CUST_00791,7,9,8887.98,26,582.44,15.0,9.444444444444445,5.333333333333333,4.0,0
CUST_04276,183,2,479.08,6,0.0,16.0,12.0,2.5,3.0,1
CUST_00462,190,3,3540.63,9,248.65,13.333333333333334,9.0,4.0,4.666666666666667,1
CUST_04403,8,3,1221.73,4,22.28,14.666666666666666,9.333333333333334,10.0,4.333333333333333,0
CUST_00552,24,5,5870.8,12,154.16,14.2,9.6,6.6,3.4,0
CUST_03130,262,2,631.44,8,0.0,15.0,11.5,11.0,4.0,1
CUST_01445,81,3,1853.96,10,16.61,14.666666666666666,10.0,5.0,3.6666666666666665,0
CUST_00199,154,4,6738.69,13,0.0,15.75,10.5,4.5,3.0,1
CUST_02590,94,2,288.37,2,11.6,15.5,8.5,7.0,4.0,1
CUST_00403,13,2,819.98,9,0.0,15.5,7.0,5.5,5.0,0
CUST_03960,20,5,1840.78,13,13.23,14.8,8.6,5.6,4.6,0
CUST_04190,347,1,1093.05,5,0.0,16.0,7.0,6.0,3.0,1
CUST_04764,269,6,1948.31,15,107.96,13.5,8.833333333333334,5.333333333333333,3.6666666666666665,1
CUST_02096,374,1,220.28,1,24.96,14.0,2.0,11.0,4.0,1
CUST_02901,186,2,3994.23,5,0.0,19.0,7.5,3.0,4.5,1
CUST_04463,249,2,925.9,8,0.0,14.5,8.5,6.5,3.0,1
CUST_00651,112,3,947.77,8,6.51,15.333333333333334,7.0,9.0,3.0,1
CUST_00709,304,3,2650.42,9,88.94,13.666666666666666,10.333333333333334,6.333333333333333,3.333333333333333,1
CUST_01481,14,4,3892.26,10,456.72,13.75,9.25,6.0,2.25,0
CUST_04415,277,3,1275.39,9,0.0,14.333333333333334,11.0,5.0,3.333333333333333,1
CUST_03066,70,3,1728.08,9,152.93,15.0,9.0,9.333333333333334,5.0,0
CUST_02396,104,2,1227.41,8,0.0,17.5,10.0,7.0,4.0,1
CUST_01770,114,2,269.15,7,0.0,17.0,10.5,2.0,4.0,1
CUST_00315,310,2,400.93,6,0.0,12.5,10.5,2.5,4.5,1
CUST_03762,11,3,2400.92,5,80.49,12.0,9.666666666666666,5.333333333333333,4.666666666666667,0
CUST_04910,210,1,608.57,3,76.21,22.0,8.0,3.0,5.0,1
CUST_00114,95,2,226.3,4,51.2,19.5,8.5,6.5,3.0,1
CUST_00961,190,2,4757.59,6,37.79,13.5,7.5,7.5,3.5,1
CUST_02911,157,2,1780.12,7,0.0,15.5,10.0,9.5,4.0,1
CUST_03406,15,3,4467.04,5,238.48,16.0,8.666666666666666,4.0,2.333333333333333,0
CUST_01624,79,6,17034.61,19,0.0,13.166666666666666,9.666666666666666,7.0,3.1666666666666665,0
CUST_03323,61,5,1725.67,11,260.92,12.6,9.0,5.8,4.6,0
CUST_05000,66,4,7282.41,10,225.81,15.0,9.25,6.75,3.75,0
CUST_01819,92,2,578.91,6,18.85,14.0,7.5,5.0,3.0,1
CUST_03195,3,4,3394.59,14,39.57,16.5,8.0,4.0,3.5,0
CUST_03008,13,4,1590.64,6,0.0,13.0,6.75,4.75,3.5,0
CUST_03415,260,1,1624.39,5,139.91,16.0,8.0,5.0,1.0,1
CUST_04529,157,4,1939.38,11,310.88,13.5,6.5,8.5,4.5,1
CUST_01898,305,2,603.26,5,0.0,16.5,11.0,7.0,4.0,1
CUST_01919,233,3,1175.38,10,28.03,10.666666666666666,11.0,12.333333333333334,4.666666666666667,1
CUST_01271,300,1,785.86,1,0.0,13.0,9.0,4.0,4.0,1
CUST_04177,86,5,1315.11,13,186.57,12.4,9.0,7.0,4.0,0
CUST_04963,37,4,1702.81,13,58.120000000000005,14.75,10.5,4.25,4.5,0
CUST_04884,130,2,2231.79,6,521.78,15.0,8.5,4.0,3.5,1
CUST_04095,42,4,20750.14,13,51.97,17.0,11.0,7.0,4.0,0
CUST_03160,153,1,604.59,4,128.53,12.0,10.0,2.0,5.0,1
CUST_01814,100,2,1177.66,4,37.85,16.5,9.5,2.5,4.0,1
CUST_02427,38,5,2365.17,15,533.7,15.2,7.6,7.6,3.2,0
CUST_03951,47,2,1475.69,3,172.96,15.5,9.5,12.0,1.5,0
CUST_04429,150,2,358.02,5,20.79,17.0,8.0,6.5,4.0,1
CUST_02143,65,3,7565.01,6,0.0,14.666666666666666,10.666666666666666,5.333333333333333,4.666666666666667,0
CUST_01627,58,2,658.7,3,0.0,17.0,9.5,8.0,5.0,0
CUST_00790,18,8,10624.25,23,413.3200000000001,14.875,9.0,5.0,3.75,0
CUST_03787,367,3,1346.59,14,167.1,12.0,7.666666666666667,6.0,5.0,1
CUST_01865,320,2,2775.16,8,0.0,17.5,7.0,9.5,5.0,1
CUST_02866,76,6,2360.49,23,356.42,15.5,9.166666666666666,4.5,3.8333333333333335,0
CUST_00872,238,3,509.5,5,14.62,15.666666666666666,7.666666666666667,8.333333333333334,3.6666666666666665,1
CUST_03272,56,4,4637.04,9,46.06,13.75,8.75,5.25,3.5,0
CUST_03834,108,1,556.83,1,96.93,13.0,10.0,6.0,3.0,1
CUST_00074,49,7,9628.38,28,1029.04,14.0,8.142857142857142,7.714285714285714,3.2857142857142856,0
CUST_01753,58,7,9302.45,21,621.57,14.285714285714286,9.857142857142858,6.0,3.2857142857142856,0
CUST_01422,13,2,415.9,9,48.67,16.0,13.5,7.0,3.5,0
CUST_04222,85,4,1703.87,13,284.23,12.0,10.5,3.75,4.5,0
CUST_04694,337,1,502.89,3,0.0,11.0,8.0,5.0,3.0,1
CUST_04370,429,1,4611.52,4,0.0,11.0,10.0,12.0,5.0,1
CUST_04576,250,2,312.94,4,0.0,11.0,10.0,6.5,3.5,1
CUST_03810,307,4,5747.08,13,572.5600000000001,13.25,9.5,5.5,3.75,1
CUST_02245,76,3,12587.48,12,21.2,16.0,10.333333333333334,6.666666666666667,4.333333333333333,0
CUST_03048,236,1,764.69,3,178.09,15.0,9.0,13.0,2.0,1
CUST_02446,135,3,3432.57,7,0.0,12.333333333333334,9.333333333333334,9.333333333333334,4.666666666666667,1
CUST_00495,299,1,1296.81,4,92.87,9.0,6.0,15.0,4.0,1
CUST_03131,418,1,486.75,5,0.0,15.0,8.0,6.0,5.0,1
CUST_04322,309,1,342.96,3,0.0,14.0,7.0,8.0,5.0,1
CUST_04398,260,3,3935.86,6,343.79,15.0,7.333333333333333,4.0,4.0,1
CUST_01165,50,2,5624.2,9,0.0,14.0,8.0,7.0,3.5,0
CUST_03735,107,2,18202.43,10,2924.02,14.5,9.0,8.5,5.0,1
CUST_01731,99,5,4477.55,17,68.18,13.6,9.0,5.4,3.8,1
CUST_04813,170,2,1801.0700000000002,6,174.31,12.0,9.0,5.5,5.0,1
CUST_02403,17,8,12385.51,28,500.54,15.0,9.125,6.75,4.375,0
CUST_03404,91,3,392.92,5,59.25,13.666666666666666,7.333333333333333,7.666666666666667,3.333333333333333,1
CUST_00619,28,3,9431.2,5,5.02,13.666666666666666,5.666666666666667,5.0,4.333333333333333,0
CUST_01698,150,4,1511.6200000000003,12,173.97,16.75,9.75,6.5,4.5,1
CUST_03594,137,2,4120.47,8,31.79,15.0,9.0,8.0,4.0,1
CUST_01958,90,1,1842.55,5,0.0,16.0,10.0,2.0,1.0,0
CUST_01222,269,3,5085.56,11,509.25,17.0,8.666666666666666,6.0,3.0,1
CUST_02074,191,2,108.93,3,0.0,15.0,11.5,2.0,4.5,1
CUST_03411,254,3,2531.79,12,262.59,16.333333333333332,7.666666666666667,7.666666666666667,3.333333333333333,1
CUST_00870,313,1,302.08,2,0.0,16.0,9.0,7.0,5.0,1
CUST_02719,21,2,12801.64,5,15.44,13.0,8.5,10.0,5.0,0
CUST_01043,317,3,5742.6,14,37.56,12.666666666666666,9.333333333333334,9.333333333333334,3.6666666666666665,1
CUST_01362,50,7,3255.24,21,344.12,13.571428571428571,8.857142857142858,6.714285714285714,3.142857142857143,0
CUST_00357,153,3,2235.78,13,15.65,15.333333333333334,9.0,4.0,3.6666666666666665,1
CUST_01163,28,5,3067.05,12,233.65,15.0,8.6,5.0,3.2,0
CUST_02766,94,1,274.69,4,18.71,17.0,8.0,8.0,4.0,1
CUST_03253,11,5,2848.2,12,179.57,14.2,9.2,5.4,4.4,0
CUST_01439,92,1,81.82,2,9.2,17.0,12.0,8.0,5.0,1
CUST_03604,308,2,2851.26,7,0.0,16.5,6.5,3.5,4.5,1
CUST_04941,114,3,3719.34,5,299.52,16.333333333333332,8.333333333333334,7.0,4.333333333333333,1
CUST_04594,16,6,8709.119999999999,21,155.05,14.0,9.0,6.666666666666667,4.0,0
CUST_03640,219,2,886.9699999999999,6,125.25,15.0,9.0,7.0,4.5,1
CUST_01254,302,1,77.43,1,0.0,13.0,7.0,5.0,1.0,1
CUST_03366,11,3,2275.9300000000003,12,29.54,16.666666666666668,10.0,6.666666666666667,4.333333333333333,0
CUST_00333,442,1,568.64,4,0.0,15.0,9.0,3.0,4.0,1
CUST_03695,28,6,7253.0,12,976.91,14.333333333333334,8.833333333333334,8.166666666666666,4.0,0
CUST_03569,69,6,6330.7,16,1011.29,15.166666666666666,8.5,5.5,4.166666666666667,0
CUST_02729,74,2,155.39,4,6.88,16.0,10.0,6.5,3.0,0
CUST_03668,175,5,11246.77,14,1478.78,13.2,11.0,7.4,4.0,1
CUST_01631,125,3,3062.5200000000004,11,0.0,15.666666666666666,10.666666666666666,5.333333333333333,5.0,1
CUST_01117,297,1,481.64,4,0.0,14.0,10.0,8.0,1.0,1
CUST_01850,430,1,974.55,5,0.0,11.0,6.0,2.0,2.0,1
CUST_03555,34,6,5731.31,17,105.58,16.666666666666668,8.833333333333334,5.666666666666667,4.5,0
CUST_03154,40,4,9315.39,13,2291.74,14.75,8.75,8.75,4.5,0
CUST_03266,114,3,15179.95,6,749.19,15.666666666666666,8.666666666666666,6.666666666666667,3.6666666666666665,1
CUST_01666,329,2,481.4500000000001,5,47.22,17.5,7.0,6.5,4.0,1
CUST_00446,103,2,884.53,4,16.44,14.5,10.5,4.5,4.0,1
CUST_02246,30,8,19360.23,21,208.21,13.25,10.5,6.125,4.125,0
CUST_00453,82,3,4206.42,10,0.0,15.666666666666666,10.0,6.0,3.333333333333333,0
CUST_01552,109,3,948.63,12,35.51,15.333333333333334,10.0,5.0,4.666666666666667,1
CUST_04435,18,6,2689.98,20,8.29,13.833333333333334,8.0,7.333333333333333,4.0,0
CUST_02955,128,7,7868.950000000001,20,1099.74,16.428571428571427,10.857142857142858,6.285714285714286,3.857142857142857,1
CUST_00015,162,4,17407.51,10,2791.0,13.75,9.5,5.25,3.25,1
CUST_03629,139,6,3066.52,17,358.5,12.166666666666666,8.0,7.0,4.166666666666667,1
CUST_00946,21,4,2238.9,11,35.150000000000006,14.25,9.75,7.0,4.25,0
CUST_00248,30,3,2203.43,10,0.0,15.333333333333334,11.0,5.0,3.6666666666666665,0
CUST_04698,99,1,330.3,5,0.0,16.0,10.0,13.0,4.0,1
CUST_00361,11,5,16828.5,13,2469.06,13.0,9.4,6.2,4.2,0
CUST_04657,31,7,5179.64,20,789.21,16.142857142857142,7.571428571428571,4.428571428571429,3.2857142857142856,0
CUST_01615,184,3,1161.02,5,65.69,11.0,8.333333333333334,5.333333333333333,3.333333333333333,1
CUST_02304,255,1,316.67,4,26.85,12.0,13.0,3.0,4.0,1
CUST_04142,324,1,351.2,1,66.82,16.0,8.0,5.0,5.0,1
CUST_03169,67,2,21841.03,7,0.0,13.0,9.0,4.0,3.0,0
CUST_02479,87,5,3339.28,17,14.75,15.2,7.8,7.4,4.4,0
CUST_04215,26,3,1637.35,6,0.0,10.0,8.666666666666666,3.0,4.666666666666667,0
CUST_04181,269,1,407.53,1,0.0,18.0,9.0,11.0,5.0,1
CUST_04885,75,2,6484.5,5,1103.75,19.0,7.5,3.5,4.5,0
CUST_03164,38,4,1703.28,13,0.0,13.25,7.0,6.5,4.0,0
CUST_00491,185,1,625.91,1,0.0,16.0,6.0,6.0,5.0,1
CUST_00863,231,4,1076.89,7,0.0,12.75,7.25,7.75,3.75,1
CUST_01741,100,1,268.4,5,0.0,16.0,7.0,10.0,3.0,1
CUST_04100,159,2,317.35,2,0.0,11.5,9.5,9.5,3.5,1
CUST_04386,19,4,10199.68,13,97.76,11.5,9.0,6.75,4.25,0
CUST_02448,90,1,3821.75,3,291.79,13.0,9.0,1.0,4.0,0
CUST_04231,227,3,6720.880000000001,10,0.0,15.666666666666666,10.666666666666666,5.0,3.0,1
CUST_00507,178,5,857.79,12,10.38,16.0,5.6,11.0,3.6,1
CUST_02678,189,2,1907.11,6,0.0,14.5,10.5,5.0,2.5,1
CUST_02996,34,2,908.12,10,154.48,14.0,11.5,7.0,4.5,0
CUST_01943,9,9,5977.07,24,759.8100000000001,14.77777777777778,8.777777777777779,6.777777777777778,4.0,0
CUST_01223,137,3,770.27,10,17.25,14.666666666666666,9.0,8.0,3.6666666666666665,1
CUST_01114,129,2,1332.57,4,0.0,17.5,11.5,4.0,4.5,1
CUST_01906,8,8,9490.36,29,272.85,14.625,8.25,6.75,3.5,0
CUST_03424,316,2,2070.16,6,17.96,13.5,8.0,12.0,4.0,1
CUST_01878,277,3,1441.95,12,70.76,16.333333333333332,7.0,5.0,4.333333333333333,1
CUST_04673,80,3,4323.61,12,0.0,16.333333333333332,8.0,3.6666666666666665,3.333333333333333,0
CUST_00434,27,2,2653.11,7,0.0,14.5,8.0,8.5,2.5,0
CUST_02365,72,1,107.08,4,0.0,15.0,15.0,7.0,3.0,0
CUST_03155,121,3,1394.11,11,214.78,14.666666666666666,7.333333333333333,2.6666666666666665,2.333333333333333,1
CUST_02836,62,3,2486.24,11,282.62,15.0,9.666666666666666,6.333333333333333,3.0,0
CUST_02093,372,1,1372.5,1,0.0,13.0,11.0,2.0,1.0,1
CUST_03011,228,1,73.88,2,0.0,15.0,10.0,4.0,3.0,1
CUST_03163,39,5,3685.08,20,284.6,15.0,9.4,5.8,4.4,0
CUST_02946,253,1,75.79,1,0.0,19.0,9.0,5.0,5.0,1
CUST_03917,194,4,1502.76,16,22.69,16.25,8.0,7.0,4.25,1
CUST_02917,103,2,8078.21,8,1026.58,16.5,10.5,5.0,5.0,1
CUST_01103,187,2,1035.0,6,0.0,14.0,7.0,4.5,3.5,1
CUST_01449,139,4,4170.139999999999,16,10.99,13.75,9.5,11.25,3.75,1
CUST_01721,16,2,427.77,5,31.45,14.5,10.5,3.0,4.0,0
CUST_04519,281,3,8207.95,6,170.47,16.333333333333332,8.666666666666666,5.333333333333333,4.0,1
CUST_03843,22,5,2646.26,15,511.19,14.2,8.8,4.4,3.0,0
CUST_00157,272,3,2816.84,15,31.81,14.0,8.333333333333334,7.0,4.0,1
CUST_02979,127,2,591.86,4,46.94,15.5,9.0,8.5,3.0,1
CUST_01774,197,3,544.72,10,8.24,14.666666666666666,7.666666666666667,4.333333333333333,4.0,1
CUST_00616,358,1,96.6,3,0.0,18.0,10.0,5.0,4.0,1
CUST_00644,86,3,10390.55,8,18.39,15.0,7.666666666666667,11.333333333333334,4.333333333333333,0
CUST_01936,109,3,2397.65,7,394.95,16.333333333333332,8.666666666666666,10.333333333333334,4.666666666666667,1
CUST_04278,178,2,4536.63,8,579.26,12.5,11.5,7.5,3.0,1
CUST_01069,70,3,3109.96,9,49.92,12.666666666666666,10.0,5.666666666666667,3.6666666666666665,0
CUST_04455,197,3,7885.6,9,837.37,15.666666666666666,9.0,6.0,4.0,1
CUST_04155,129,5,3261.53,9,379.84,15.0,9.2,8.4,3.2,1
CUST_04240,70,7,5192.81,23,1121.71,15.714285714285714,9.428571428571429,5.571428571428571,4.285714285714286,0
CUST_04869,56,3,4077.06,11,30.82,13.0,8.0,8.333333333333334,3.333333333333333,0
CUST_00331,4,3,1630.78,7,95.67,15.0,8.333333333333334,7.333333333333333,3.0,0
CUST_02058,246,1,868.8,5,0.0,13.0,10.0,6.0,4.0,1
CUST_02647,27,2,474.09,3,59.41,18.5,8.5,8.5,3.0,0
CUST_02192,254,1,56.73,3,0.0,17.0,8.0,6.0,5.0,1
CUST_00623,47,6,5742.25,18,47.65,16.333333333333332,8.666666666666666,4.5,3.6666666666666665,0
CUST_01596,22,2,317.64,2,79.28,14.5,12.0,5.0,3.5,0
CUST_02916,276,1,94.61,3,17.23,12.0,11.0,12.0,3.0,1
CUST_04822,340,2,2890.25,3,740.02,14.0,8.0,5.5,4.0,1
CUST_03899,84,1,181.64,4,36.92,15.0,11.0,4.0,2.0,0
CUST_01920,142,3,594.79,9,14.92,14.0,9.666666666666666,4.333333333333333,4.0,1
CUST_04174,105,5,8482.630000000001,17,5.34,12.4,11.2,6.0,3.2,1
CUST_04478,11,10,14219.87,33,444.53,14.7,8.9,5.6,3.8,0
CUST_00756,11,4,3871.19,14,224.78,14.25,8.0,9.75,3.75,0
CUST_00519,250,3,960.14,7,0.0,13.666666666666666,9.333333333333334,5.666666666666667,3.6666666666666665,1
CUST_03804,44,2,788.6,6,0.0,16.0,6.5,6.0,3.0,0
CUST_00033,138,2,415.38,2,20.79,14.0,11.5,7.0,3.5,1
CUST_02938,18,2,2969.1000000000004,2,176.01,15.0,10.5,7.0,4.0,0
CUST_01158,172,2,673.37,6,0.0,13.5,10.5,3.5,4.5,1
